,Date,TweetURL,User,Source,Location,Tweet,Likes_Count,Retweet_Count,Quote_Count,Reply_Count
490,2023-02-28 17:58:51+00:00,https://twitter.com/Da_Archangel_/status/1630628614269030402,Da_Archangel_,Twitter for Android,"Warri, Nigeria","The Rigging is just too much. Make una still try fear God na
#INECElectionResult
#2023GeneralElections",0,0,0,1
491,2023-02-28 17:58:19+00:00,https://twitter.com/LeonardAnsah27/status/1630628476771287046,LeonardAnsah27,Twitter for Android,"Los Angeles, USA","NIGERIA PRESIDENTIAL ELECTION RESULTS BY STATES

From 35 states results so far, APC has won 10 states, PDP has won 12 states and Labour party has won 12 states and NNPP has won 1 state.

#NigerianElections2023 #2023GeneralElections #electionresults2023 https://t.co/INOUFqRJtf",30,2,0,3
492,2023-02-28 17:58:10+00:00,https://twitter.com/JibrinHussain17/status/1630628438699831297,JibrinHussain17,Twitter for Android,,"Regardless of who wins this election, if you no work. You no go chop.
 #2023GeneralElections",2,0,0,2
493,2023-02-28 17:57:15+00:00,https://twitter.com/ModexTheBest/status/1630628209325744128,ModexTheBest,Twitter for Android,,"Why 2 hours break??
Wetin una wan do??
You wan relax rig another result...😶‍🌫️💀
#INECElectionResult 
#2023GeneralElections",0,0,0,0
494,2023-02-28 17:56:11+00:00,https://twitter.com/damithompson16/status/1630627943234895873,damithompson16,Twitter Web App,Nigeria,"Kebbi, Kano, Zamfara, Sokoto presented.
#2023GeneralElections 
#INECElectionResult https://t.co/2a1sZuAD15",2,0,0,0
495,2023-02-28 17:55:34+00:00,https://twitter.com/ecoofceo/status/1630627784417583104,ecoofceo,Twitter for Android,,#AkwaIbom #INECElectionResult #2023GeneralElections,0,0,0,0
496,2023-02-28 17:53:38+00:00,https://twitter.com/ModexTheBest/status/1630627298704498688,ModexTheBest,Twitter for Android,,"PDP taking the lead in Sokoto with 288,679 votes
#INECElectionResult 
#2023GeneralElections https://t.co/m9UoBx50Wv",0,0,0,0
497,2023-02-28 17:51:06+00:00,https://twitter.com/ThaBlackBoy__/status/1630626661128450048,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Sokoto state

APC: 285444

LP: 6568

NNPP: 1300

PDP: 288679

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",0,0,0,0
498,2023-02-28 17:50:55+00:00,https://twitter.com/DaMichros/status/1630626616400330763,DaMichros,Twitter for Android,"Federal Capital Territory, Nig","Only a person of @ordinarypresident of @breketeConnect need to be @inecnigeria president that  will be capable conducting a credible election in Nigeria.
#2023GeneralElections 
Retweet if you believe",2,0,0,0
499,2023-02-28 17:50:22+00:00,https://twitter.com/Elsadiq_jr/status/1630626475878612994,Elsadiq_jr,Twitter Web App,,"#2023GeneralElections.. Abeg make una do quick ...tell us who be our president,abi na baba go continue?",0,0,0,0
500,2023-02-28 17:50:09+00:00,https://twitter.com/pebblescore/status/1630626424062197761,pebblescore,Twitter for Android,Nigeria,"DON'T DEFAULT IN YOUR LOAN REPAYMENTS
Whenever you take a loan, it's important that you pay back the loan when it's due. By paying back your loans in time, you will be able to access larger loan amounts at declining interest rates.

#2023GeneralElections |#NigerianElections2023",1,0,0,1
501,2023-02-28 17:48:17+00:00,https://twitter.com/glitz_journal/status/1630625953222148102,glitz_journal,Twitter Web App,Lagos,"2023 Presidential election result for Kano State.

#NigeriaElections2023  #2023GeneralElections https://t.co/bqFmFCBRV2",3,0,0,0
502,2023-02-28 17:47:05+00:00,https://twitter.com/panachefm/status/1630625651282591746,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Joeboy - Lonely (Visualizer)
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
503,2023-02-28 17:45:36+00:00,https://twitter.com/Ish4u_/status/1630625277075247104,Ish4u_,Twitter for Android,"Amsterdam, The Netherlands","Baka da hankali @__Saifullah_jr_ sharing fake inmage and claiming its Lagos

#INECElectionResult
#2023GeneralElections https://t.co/Vs1dyW3jKq",0,0,0,0
504,2023-02-28 17:45:14+00:00,https://twitter.com/GNCCHUKWUEMEKA1/status/1630625187233136640,GNCCHUKWUEMEKA1,Twitter for Android,"Awka,Nigeria","Peter Obi won in 11 states now.

Lagos ✅ Enugu ✅Nassarawa ✅
Plateau ✅ Edo ✅ Anambra ✅ Imo ✅ Ebonyi ✅ Cross River ✅ Abia ✅ Abuja

See results on my timeline.
#NigeriaDecides2023
#NigeriaDecide
#2023GeneralElections
#VisaBanOnWike 
@USinNigeria @UKinNigeria @EUinNigeria",2,1,0,0
505,2023-02-28 17:45:11+00:00,https://twitter.com/glitz_journal/status/1630625174730014721,glitz_journal,Twitter Web App,Lagos,"2023 Presidential election result for Kebbi State.

#NigeriaElections2023  #2023GeneralElections https://t.co/SOm7O4oa8v",2,1,0,0
506,2023-02-28 17:42:23+00:00,https://twitter.com/RankNGpr/status/1630624469814263823,RankNGpr,Twitter Web App,Nigeria,"Plateau state presidential result as announced at INEC collation center in Abuja 

APC - 307,195
PDP - 243,808
LP - 466,272
NNPP - 8,869

#NigeriaPresidential2023
#2023GeneralElections
#electionresults2023",0,0,0,1
507,2023-02-28 17:41:39+00:00,https://twitter.com/panachefm/status/1630624285659152398,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Ke Star (Remix)
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",1,0,0,0
508,2023-02-28 17:41:07+00:00,https://twitter.com/pebblescore/status/1630624148387971098,pebblescore,Twitter for Android,Nigeria,"Step 1 : Sign up on the PebbleScore platform to see the Lenders that have enlisted your debts. 

#2023GeneralElections |#NigerianElections2023 | Kastina",1,0,0,1
509,2023-02-28 17:39:20+00:00,https://twitter.com/dubawaNG/status/1630623702432792596,dubawaNG,Hootsuite Inc.,"Abuja, Nigeria","False; Tinubu has not condemned party members in some parts of Lagos for failing to win their LGA.
The WhatsApp video alleging this is unrelated to the #2023GeneralElections.  It first appeared online four years ago on LinkedIn. 
#NigeriaDecides2023 https://t.co/pg7PfYxj4h",15,5,1,1
510,2023-02-28 17:38:58+00:00,https://twitter.com/ThaBlackBoy__/status/1630623609424166917,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Zamfara state

APC: 298396

LP: 1660

NNPP: 4044

PDP: 193978

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",1,0,0,0
511,2023-02-28 17:38:47+00:00,https://twitter.com/Del_Ramzie/status/1630623561944580103,Del_Ramzie,Twitter Web App,Earth,"People really underestimated APC's rigging power. They've always been the favorites cause they have absolute power to rig to any extent - money, connect, thugs, compromised insiders - everything.
They won even before the elections.

#2023GeneralElections #ElectionResults",2,0,0,1
512,2023-02-28 17:37:57+00:00,https://twitter.com/Naijasocialmed2/status/1630623354691502096,Naijasocialmed2,Twitter for Android,,"Results announcement gone wrong for Kano State.

See the way the APC agent was looking down on the woman on Live TV, women needs to be represented, e get why!

#2023GeneralElections https://t.co/erZS7KFrNB",0,0,0,0
513,2023-02-28 17:37:44+00:00,https://twitter.com/Abba__Saraki/status/1630623299964223525,Abba__Saraki,Twitter for Android,"Kaduna, Nigeria","Now, we can tell the whole world that Asiwaju won the election handsdown; @elrufai #2023GeneralElections https://t.co/qDA0Xooq63",1,0,0,0
514,2023-02-28 17:36:13+00:00,https://twitter.com/connectwithtola/status/1630622916810358807,connectwithtola,Twitter for iPhone,"Lagos, Nigeria","A Political Party without STRUCTURE won Abuja. 

Believe me when I said CRIMINALITY is the STRUCTURE they built and Nigerians are tired of these scandalousIy minded hagg/ards.

#ElectionResult #NigeriaDecides #2023GeneralElections #NigeriaDecides2023",42,8,0,2
515,2023-02-28 17:35:33+00:00,https://twitter.com/Ossym_Ugwu/status/1630622748098674717,Ossym_Ugwu,Twitter for iPhone,🌍,Ghana and SA tweeps waiting for Nigerians to accept Tinubu as President Fed Republic of Nigeria. Chai e go rough o 💔💔💔💔💔💔💔#2023GeneralElections https://t.co/IFaUOF583o,2,0,0,2
516,2023-02-28 17:35:28+00:00,https://twitter.com/mrceo012/status/1630622727999569921,mrceo012,Twitter for iPhone,,#ElectionResult #2023GeneralElections #ASUU @OfficiaI_ASUUNG #INECiscompromised @inecnigeria,0,0,0,0
517,2023-02-28 17:35:19+00:00,https://twitter.com/Dino402125005/status/1630622691605594112,Dino402125005,Twitter for Android,,"Nigerians will always be Nigerians 🇳🇬😂
#2023GeneralElections 
#2023PresidentialElection https://t.co/GLzKcw1Gmw",1,0,0,0
518,2023-02-28 17:35:14+00:00,https://twitter.com/panachefm/status/1630622670780874767,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Kilofeshe
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
519,2023-02-28 17:34:12+00:00,https://twitter.com/ModexTheBest/status/1630622409626730496,ModexTheBest,Twitter for Android,,"NNPP slams em' all in Kano👏👏
#2023GeneralElections https://t.co/L4vWdDe86b",0,0,0,0
520,2023-02-28 17:33:37+00:00,https://twitter.com/ThaBlackBoy__/status/1630622260372422657,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Kano state. ( After corrections were made).

APC: 517341

LP: 2851

NNPP: 997279

PDP: 131716

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",0,1,0,1
521,2023-02-28 17:29:24+00:00,https://twitter.com/chronicle_ng/status/1630621200153034769,chronicle_ng,Twitter for Android,Everywhere,"Presidential election result in Plateau State

Plateau State 

APC - 307,195
Labour Party - 466,272
PDP - 243,808
NNPP - 8,869

#2023GeneralElections
#ElectionResults
#electionresults2023
#ElectionResult
#INECElectionResult https://t.co/BYIs3XttFx",3,3,0,1
522,2023-02-28 17:26:44+00:00,https://twitter.com/SET_TV1/status/1630620530993774617,SET_TV1,Twitter for iPhone,"Lagos, Nigeria","Lady shares new movie script👀

#protest #ElectionResult #2023GeneralElections https://t.co/RAihJlZQsA",39,5,1,14
523,2023-02-28 17:24:28+00:00,https://twitter.com/chronicle_ng/status/1630619957594669074,chronicle_ng,Twitter for Android,Everywhere,"Presidential election result in Bauchi State

Bauchi State 

APC - 316,694
Labour Party - 27,373
PDP - 426,607
NNPP - 72,103

#2023GeneralElections
#ElectionResults
#electionresults2023
#ElectionResult
#INECElectionResult https://t.co/53524IlkNc",6,2,0,1
524,2023-02-28 17:23:11+00:00,https://twitter.com/dancocrush/status/1630619637476999183,dancocrush,Twitter for Android,,"No one wins when you fail to Collaborate. 
#2023GeneralElections",1,0,0,0
525,2023-02-28 17:23:01+00:00,https://twitter.com/chronicle_ng/status/1630619593952706595,chronicle_ng,Twitter for Android,Everywhere,"Presidential election result in Kogi State

Kogi State 

APC - 240,751
Labour Party - 56,217
PDP - 145,104
NNPP - 4,238

#2023GeneralElections
#ElectionResults
#electionresults2023
#ElectionResult
#INECElectionResult https://t.co/lgymJ8dO3J",3,2,0,0
526,2023-02-28 17:21:25+00:00,https://twitter.com/ThaBlackBoy__/status/1630619192637505540,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Kebbi state

APC: 248088

LP: 10682

NNPP: 5038

PDP: 283175

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",0,1,0,0
527,2023-02-28 17:21:17+00:00,https://twitter.com/chronicle_ng/status/1630619156541325320,chronicle_ng,Twitter for Android,Everywhere,"Presidential election result in Abia State

Abia State 

APC - 8,914
Labour Party - 327,095
PDP - 22,676
NNPP - 1,239

#2023GeneralElections
#ElectionResults
#electionresults2023
#ElectionResult
#INECElectionResult https://t.co/DbhWED7o3z",3,2,0,0
528,2023-02-28 17:19:46+00:00,https://twitter.com/FavourUzoma7/status/1630618777787285514,FavourUzoma7,Twitter for Android,"Port Harcourt, Nigeria,","""When a thief encourages you to go to court, just know that his elder brother is the judge""

~ East African proverb
#ObidientMovement #2023GeneralElections #INECiscompromised",3,1,0,0
529,2023-02-28 17:19:35+00:00,https://twitter.com/Lanrrygraphic/status/1630618730194518032,Lanrrygraphic,Twitter for Android,"Osun, Nigeria","#2023GeneralElections
#2023PresidentialElection
#INECElection
#ElectionResult https://t.co/qWmmqsK144",0,0,0,0
530,2023-02-28 17:19:28+00:00,https://twitter.com/chronicle_ng/status/1630618701027328005,chronicle_ng,Twitter for Android,Everywhere,"Presidential election result in Edo State

Edo State 

APC - 144,471
Labour Party - 331,163
PDP - 89,585
NNPP - 2,743

#2023GeneralElections
#ElectionResults
#electionresults2023
#ElectionResult
#INECElectionResult https://t.co/ySsZxJQnOw",3,2,0,0
531,2023-02-28 17:18:40+00:00,https://twitter.com/deinmoere_/status/1630618499990142995,deinmoere_,Twitter for Android,"Nigeria, sadly.","The tension is crazy. Lol

#2023GeneralElections",0,0,0,0
532,2023-02-28 17:18:39+00:00,https://twitter.com/ThaBlackBoy__/status/1630618494529159196,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"KONO state 
RESULTS REJECTED DUE TO WRONG FIGURED PRESENT BY THE STATE COLLATION OFFICER 

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",2,0,0,0
533,2023-02-28 17:17:46+00:00,https://twitter.com/panachefm/status/1630618273338343456,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Omah Lay - Godly
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
534,2023-02-28 17:12:26+00:00,https://twitter.com/panachefm/status/1630616931479830558,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Omah Lay - My Bebe
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
535,2023-02-28 17:11:45+00:00,https://twitter.com/damithompson16/status/1630616760444502051,damithompson16,Twitter Web App,Nigeria,"Results from 10 more states (Niger, Benue, Akwa-Ibom, Edo, Abia, Kogi, Bauchi, Plateau, Bayelsa, Kaduna) and the FCT presented at the INEC National Collation Centre, Abuja.
#INECElectionResult 
#2023GeneralElections 
#ElectionResults https://t.co/9xn5w1uvMW",4,0,0,0
536,2023-02-28 17:10:05+00:00,https://twitter.com/ThaBlackBoy__/status/1630616339290243088,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Kaduna state

APC: 399293

LP: 294494

NNPP: 92969

PDP: 554360

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",3,1,0,1
537,2023-02-28 17:07:48+00:00,https://twitter.com/Blossom_tv_/status/1630615764498628633,Blossom_tv_,Twitter for Android,"Lagos, Nigeria","Nobody is actually talking about big brother naija

Election here and there 😂😂💀

#ElectionResults #ElectionResult #protest #bigbrothertitans2023 #tuesdaymotivations #CongratulationsObidatti #2023Verdict #2023Elections #2023GeneralElections #2023Election #TinubusWalkToVictory",0,0,0,0
538,2023-02-28 17:06:30+00:00,https://twitter.com/ibrand_tv/status/1630615438022393863,ibrand_tv,Twitter for Android,"Lagos, Nigeria","Six more states to go.

#NigeriaDecide2023 #ElectionDay #2023Verdict #electionresult #2023GeneralElections  #INECElectionResult  #ibrandtv #electionresults2023 #ElectionResults #NigerianElections2023  #INECElectionResult #INEC https://t.co/jE9V46APBQ",2,1,0,0
539,2023-02-28 17:04:53+00:00,https://twitter.com/fredricknuel2/status/1630615030067609611,fredricknuel2,Twitter for iPhone,,#2023GeneralElections #2023Election #2023Elections #NigeriaDecide2023 announced result https://t.co/NMpKmtYSeU,0,0,0,1
540,2023-02-28 17:04:51+00:00,https://twitter.com/Dubemozoagu/status/1630615021175595008,Dubemozoagu,Twitter for Android,"Accra, Ghana",This is serious robbery #2023GeneralElections #2023Verdict,0,0,0,0
541,2023-02-28 17:04:22+00:00,https://twitter.com/NGRdecidesnews/status/1630614900862066689,NGRdecidesnews,Twitter Web App,"Atlanta, GA","https://t.co/qD9bWvhwqF
#2023GeneralElections",0,0,0,0
542,2023-02-28 17:03:33+00:00,https://twitter.com/truthnation99/status/1630614696750465048,truthnation99,Twitter for Android,,Obi is Coming #2023GeneralElections,0,0,0,0
543,2023-02-28 17:03:25+00:00,https://twitter.com/Teniade19/status/1630614660704509952,Teniade19,Twitter for Android,,It's high time y'all accept Bola Ahmed Tinubu as the best man for Nigeria...... #ElectionResult #TinubusWalkToVictory #BAT #2023GeneralElections https://t.co/qtvLGvx2HH,12,1,0,9
544,2023-02-28 17:03:18+00:00,https://twitter.com/NBennymart/status/1630614633609306113,NBennymart,Twitter for Android,"Asaba, Nigeria","Bayelsa state

APC: 4257

LP: 49973

NNPP: 540

PDP: 68818

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging

#protest",0,0,0,0
545,2023-02-28 17:03:01+00:00,https://twitter.com/fliuzzy/status/1630614562587262976,fliuzzy,Twitter for Android,"Benue, Nigeria🇳🇬","FREE AND FARE
#2023GeneralElections https://t.co/nQe2rRZxPh",0,0,0,0
546,2023-02-28 17:01:19+00:00,https://twitter.com/TecheconomyNG/status/1630614132289421335,TecheconomyNG,Twitter Web App,"Lagos, Nigeria","The Risks Inherent in an Unmanaged Microsoft 365 Environment 

https://t.co/Dr1Utd7IGU 
 Qwerti #electionresults2023 FCT 25% Kenneth Okonkwo Femi Falana African Union LPDP #2023GeneralElections Buhari Lekki Atiku Mahmood Yakubu IELTS Simple English Section 299 Shettima",1,0,0,0
547,2023-02-28 17:00:45+00:00,https://twitter.com/ThaBlackBoy__/status/1630613990370934784,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Bayelsa state

APC: 4257

LP: 49973

NNPP: 540

PDP: 68818

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",1,0,0,1
548,2023-02-28 16:58:47+00:00,https://twitter.com/ibrand_tv/status/1630613494293835776,ibrand_tv,Twitter for Android,"Lagos, Nigeria","Update!

#NigeriaDecide2023 #ElectionDay #2023Verdict #electionresult #2023GeneralElections  #INECElectionResult  #ibrandtv #electionresults2023 #ElectionResults #NigerianElections2023  #INECElectionResult #INEC https://t.co/EFkegYeXaz",2,0,0,0
549,2023-02-28 16:58:23+00:00,https://twitter.com/WilsonGnr/status/1630613395270516756,WilsonGnr,Twitter for iPhone,"Lagos, Nigeria",#2023GeneralElections.   Just announced the fucking damn result! Lets know our way,1,0,0,0
550,2023-02-28 16:57:03+00:00,https://twitter.com/Mikemozart2/status/1630613061445861389,Mikemozart2,Twitter for Android,"Lagos, Nigeria","Proof that tinubu paid INEC for this election

#CongratulationsObidatti #2023GeneralElections #NigerianElections2023",0,0,0,0
551,2023-02-28 16:56:56+00:00,https://twitter.com/_davidtc/status/1630613031116849172,_davidtc,Twitter for Android,Internet,"Gov. Wike messed with the wrong party. Obidients in Rivers shall await him at the polls. Retweet!

#CongratulationsObidatti #ObiIsWiningEverywhere  #ElectionResult  Rigging #protest #2023GeneralElections Davido fct 25% https://t.co/yZ3V1I2GiK",5,5,0,2
552,2023-02-28 16:55:56+00:00,https://twitter.com/ThaBlackBoy__/status/1630612779617992726,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Plateau state

APC: 307195

LP: 466272

NNPP: 8869

PDP: 242808

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",3,1,1,0
553,2023-02-28 16:55:47+00:00,https://twitter.com/TheElonn/status/1630612742401933320,TheElonn,Twitter for Android,My house,"PETER OBI FOR PRESIDENT🙌

#2023GeneralElections",0,0,0,0
554,2023-02-28 16:55:22+00:00,https://twitter.com/Rejoice83951194/status/1630612638219616276,Rejoice83951194,Twitter for Android,United States,"The real Lagos results
#electionresults2023 
#2023GeneralElections 
#Rigging
#ObiIsWinningEverywhere
#INECiscompromised https://t.co/jhUnYvAfbs",8,7,0,0
555,2023-02-28 16:54:54+00:00,https://twitter.com/TecheconomyNG/status/1630612518526763017,TecheconomyNG,Twitter Web App,"Lagos, Nigeria","Top 5 SMB Threats to Watch out for in 2023

https://t.co/EiImTXA9KQ 

#electionresults2023 FCT 25% Kenneth Okonkwo Femi Falana African Union LPDP #2023GeneralElections Buhari Lekki Atiku Mahmood Yakubu National Collation Centre Section 299 Gbadebo Rhodes Chinedu BIVAS Davido",0,0,0,0
556,2023-02-28 16:54:37+00:00,https://twitter.com/Mikemozart2/status/1630612446695112709,Mikemozart2,Twitter for Android,"Lagos, Nigeria","@lord_depro The is what their electoral of 2016 act says 
#CongratulationsObidatti #2023GeneralElections #GeneralElectionNow https://t.co/xnhDaSDG78",1,0,0,0
557,2023-02-28 16:53:11+00:00,https://twitter.com/black_puntz/status/1630612086525968384,black_puntz,Twitter for Android,"Victoria Island, Nigeria","Where you think say hin go sit this time?

I strongly believe LP will take the seat from him✌️3rd term my ass 😒

SignUp &amp; Place Your Bet &gt;&gt;&gt; https://t.co/AdGlMzI1Ba

#INECElectionResult #2023GeneralElections #ObiIsWinningEverywhere | North | Akwa Ibom | APC PCC | Ekiti https://t.co/yX6uBI5UwI",18,4,0,5
558,2023-02-28 16:52:43+00:00,https://twitter.com/panachefm/status/1630611970461253645,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Stefflon Don - Can t Let You Go (Remix) [feat. Rema &amp; Tiwa Savage]
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
559,2023-02-28 16:52:34+00:00,https://twitter.com/Mikemozart2/status/1630611933371023364,Mikemozart2,Twitter for Android,"Lagos, Nigeria","#INECElectionResult this is what the electoral (amendment) act of 2015 says
@inecnigeria  except you want to go against the law and deny Nigeria the truth

#2023GeneralElections #2023GeneralElections #CongratulationsObidatti https://t.co/ZSFf11ZhKs",5,5,0,0
560,2023-02-28 16:52:07+00:00,https://twitter.com/glitz_journal/status/1630611818795221006,glitz_journal,Twitter Web App,Lagos,"2023 Presidential election result for FCT (ABUJA) State.

#NigeriaElections2023  #2023GeneralElections https://t.co/mgYkUGoXKo",4,0,0,0
561,2023-02-28 16:51:53+00:00,https://twitter.com/TheElonn/status/1630611761496834051,TheElonn,Twitter for Android,My house,"#2023GeneralElections

You fit vote make dem reject am👀",0,0,0,0
562,2023-02-28 16:51:44+00:00,https://twitter.com/Oluwasuccess/status/1630611723689312258,Oluwasuccess,Twitter for Android,Nigeria,"One whose house is burning does not hunt rats...

#2023GeneralElections",2,1,0,0
563,2023-02-28 16:51:17+00:00,https://twitter.com/Mr___Josh/status/1630611608853528594,Mr___Josh,Twitter for Android,,"@DavidHundeyin @GovWike @NgLabour This is the height of criminality @GovWike this at Rivers, #2023GeneralElections #inecnigeria #INECElection",0,0,0,0
564,2023-02-28 16:49:30+00:00,https://twitter.com/bintinlaye2000/status/1630611160893472776,bintinlaye2000,Twitter for Android,Earth,Awòn igbalode and emergency lawyers ti wa online. #2023GeneralElections,2,0,0,0
565,2023-02-28 16:47:36+00:00,https://twitter.com/panachefm/status/1630610680104509440,panachefm,Radio.co now playing,"Ikoyi, Nigeria","News ,sport  panache radio
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
566,2023-02-28 16:47:21+00:00,https://twitter.com/Slimdammie/status/1630610619060699136,Slimdammie,Twitter for Android,Somewhere close to your heart,"I wan serve you

""We no do again, no serve us""

Why is this a problem? Na by force to serve us? We say we no dey chop poison!

#2023GeneralElections",2,1,0,1
567,2023-02-28 16:47:03+00:00,https://twitter.com/Christmineworld/status/1630610544012013568,Christmineworld,Twitter for Android,"Delta state, Nigeria","Today suppose to be my birthday 

#ObiIsWinningEverywhere
#INECElectionResult
#rigging #2023GeneralElections https://t.co/YrGbbTyhdI",11,2,0,1
568,2023-02-28 16:46:57+00:00,https://twitter.com/HenryHandIntl1/status/1630610517751480339,HenryHandIntl1,Twitter for Android,,#2023GeneralElections https://t.co/sGjseQhdqf,1,1,0,0
569,2023-02-28 16:46:35+00:00,https://twitter.com/JOmulegbema/status/1630610425225048064,JOmulegbema,Twitter for Android,"Rivers, Nigeria","TBH Bayelsa dont deserve to be a state..over 1 million Registered voters, less than 200k accredited voters...
They should split bayelsa into 3 local government and put 2 LGA under Rivers state and the other one under Delta state.

#ObiIsWinningEverywhere  #2023GeneralElections",3,1,1,0
570,2023-02-28 16:45:44+00:00,https://twitter.com/Chase9a2/status/1630610212229980160,Chase9a2,Twitter for iPhone,,"Results so far 

APC - 25% in 28 states.
PDP - 25% in 20 states.
LP - 25% in 16 states.
#2023GeneralElections #2023PresidentialElection #presidentialelection2023 #PeterObiForPresident2023 https://t.co/lsLYqnrA8M",0,2,0,0
571,2023-02-28 16:44:40+00:00,https://twitter.com/ThaBlackBoy__/status/1630609945640026128,ThaBlackBoy__,Twitter for Android,Abuja Nigeria,"Bauchi state

APC: 316694

LP: 27373

NNPP: 27103

PDP: 426607

Source @inecnigeria 

#INECElectionResult
#electionresults2023
#protest
#ElectionResults
#2023GeneralElections
#ObiIsWinningEverywhere
#rigging 

36 States
Rigging",1,0,0,0
572,2023-02-28 16:44:40+00:00,https://twitter.com/glitz_journal/status/1630609945438593027,glitz_journal,Twitter Web App,Lagos,"2023 Presidential election result for Kogi State.

#NigeriaElections2023  #2023GeneralElections https://t.co/6uT93wHkEK",3,0,0,0
573,2023-02-28 16:42:01+00:00,https://twitter.com/glitz_journal/status/1630609276392685585,glitz_journal,Twitter Web App,Lagos,"2023 Presidential election result for Benue State.

#NigeriaElections2023  #2023GeneralElections https://t.co/jhabhevDWh",8,1,0,0
574,2023-02-28 16:41:52+00:00,https://twitter.com/panachefm/status/1630609237977055248,panachefm,Radio.co now playing,"Ikoyi, Nigeria","Terri - Come Around [Official]
 
#Listen live via  https://t.co/H5oJ2oxLCs #ElectionResult  #TinubuCannotWin #protest #2023GeneralElections #PaulVsFury #Messi #ObiWon #Falz #90DayFiance #ReferendumNow #INECElectionResult #FuryPaul",0,0,0,0
